159
1,1549,1,1
2,1550,1,1
3,1551,1,1
4,1552,1,1
5,1553,1,1
6,1554,1,1
7,1555,1,1
8,1556,1,1
9,1557,1,1
10,1558,1,1
11,1559,1,1
12,1560,1,1
13,1561,1,1
1562,3110,1,1
1563,3111,1,1
1564,3112,1,1
1565,3113,1,1
1566,3114,1,1
1567,3115,1,1
1568,3116,1,1
1569,3117,1,1
1570,3118,1,1
1571,3119,1,1
1572,3120,1,1
1573,3121,1,1
1574,3122,1,1
3123,4671,1,1
3124,4672,1,1
3125,4673,1,1
3126,4674,1,1
3127,4675,1,1
3128,4676,1,1
3129,4677,1,1
3130,4678,1,1
3131,4679,1,1
3132,4680,1,1
3133,4681,1,1
3134,4682,1,1
3135,4683,1,1
4684,6232,1,1
4685,6233,1,1
4686,6234,1,1
4687,6235,1,1
4688,6236,1,1
4689,6237,1,1
4690,6238,1,1
4691,6239,1,1
4692,6240,1,1
4693,6241,1,1
4694,6242,1,1
4695,6243,1,1
4696,6244,1,1
14,4709,1,1
27,4722,1,1
40,4735,1,1
53,4748,1,1
66,4761,1,1
79,4774,1,1
92,4787,1,1
105,4800,1,1
118,4813,1,1
131,4826,1,1
144,4839,1,1
157,4852,1,1
192,4883,1,1
201,4892,1,1
232,4927,1,1
245,4940,1,1
258,4953,1,1
271,4966,1,1
284,4979,1,1
297,4992,1,1
310,5005,1,1
323,5018,1,1
336,5031,1,1
349,5044,1,1
362,5057,1,1
375,5070,1,1
388,5083,1,1
401,5096,1,1
414,5109,1,1
427,5122,1,1
440,5135,1,1
453,5148,1,1
466,5161,1,1
479,5174,1,1
492,5187,1,1
505,5200,1,1
518,5213,1,1
531,5226,1,1
544,5239,1,1
579,5270,1,1
588,5279,1,1
619,5314,1,1
632,5327,1,1
645,5340,1,1
658,5353,1,1
671,5366,1,1
684,5379,1,1
697,5392,1,1
710,5405,1,1
723,5418,1,1
736,5431,1,1
749,5444,1,1
762,5457,1,1
775,5470,1,1
788,5483,1,1
801,5496,1,1
814,5509,1,1
827,5522,1,1
840,5535,1,1
853,5548,1,1
866,5561,1,1
879,5574,1,1
892,5587,1,1
905,5600,1,1
918,5613,1,1
931,5626,1,1
966,5657,1,1
975,5666,1,1
1006,5701,1,1
1019,5714,1,1
1032,5727,1,1
1045,5740,1,1
1058,5753,1,1
1071,5766,1,1
1084,5779,1,1
1097,5792,1,1
1110,5805,1,1
1123,5818,1,1
1136,5831,1,1
1149,5844,1,1
1162,5857,1,1
1175,5870,1,1
1188,5883,1,1
1201,5896,1,1
1214,5909,1,1
1227,5922,1,1
1240,5935,1,1
1253,5948,1,1
1266,5961,1,1
1279,5974,1,1
1292,5987,1,1
1305,6000,1,1
1318,6013,1,1
1353,6044,1,1
1362,6053,1,1
1393,6088,1,1
1406,6101,1,1
1419,6114,1,1
1432,6127,1,1
1445,6140,1,1
1458,6153,1,1
1471,6166,1,1
1484,6179,1,1
1497,6192,1,1
1510,6205,1,1
1523,6218,1,1
1536,6231,1,1
