104
1,1,1,         0.000000000000000E+00,         0.000000000000000E+00
2,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4,1,0,         0.000000000000000E+00,         0.000000000000000E+00
5,1,0,         0.000000000000000E+00,         0.000000000000000E+00
6,1,0,         0.000000000000000E+00,         0.000000000000000E+00
7,1,0,         0.000000000000000E+00,         0.000000000000000E+00
8,1,0,         0.000000000000000E+00,         0.000000000000000E+00
9,1,0,         0.000000000000000E+00,         0.000000000000000E+00
10,1,0,         0.000000000000000E+00,         0.000000000000000E+00
11,1,0,         0.000000000000000E+00,         0.000000000000000E+00
12,1,0,         0.000000000000000E+00,         0.000000000000000E+00
13,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1562,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1563,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1564,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1565,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1566,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1567,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1568,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1569,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1570,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1571,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1572,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1573,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1574,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3123,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3124,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3125,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3126,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3127,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3128,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3129,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3130,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3131,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3132,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3133,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3134,1,0,         0.000000000000000E+00,         0.000000000000000E+00
