104
3135,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4684,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4685,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4686,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4687,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4688,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4689,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4690,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4691,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4692,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4693,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4694,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4695,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4696,1,0,         0.000000000000000E+00,         0.000000000000000E+00
1549,1,1,         0.100000000000000E-04,         0.000000000000000E+00
1550,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1551,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1552,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1553,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1554,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1555,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1556,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1557,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1558,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1559,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1560,1,0,         0.100000000000000E-04,         0.000000000000000E+00
1561,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3110,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3111,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3112,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3113,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3114,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3115,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3116,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3117,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3118,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3119,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3120,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3121,1,0,         0.100000000000000E-04,         0.000000000000000E+00
3122,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4671,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4672,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4673,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4674,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4675,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4676,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4677,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4678,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4679,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4680,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4681,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4682,1,0,         0.100000000000000E-04,         0.000000000000000E+00
4683,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6232,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6233,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6234,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6235,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6236,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6237,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6238,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6239,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6240,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6241,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6242,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6243,1,0,         0.100000000000000E-04,         0.000000000000000E+00
6244,1,0,         0.100000000000000E-04,         0.000000000000000E+00
