******************************,
   35967578520.770004272460938,   1000000000000000019884624838656.00000,
  -45592705167.173240661621094,                       11359208167.71881,                      178503983741.29959,
    5864702673.213312149047852,                       18237082066.86930,                      -10078131088.76939,   1000000000000000019884624838656.00000,
  -53307269653.423469543457031,                        5265567765.56777,                      110629754860.52408,
    -228937728.937731266021729,                       18121301775.14794,                      -49297924297.92429,   1000000000000000019884624838656.00000,
  -29242392223.161445617675781,                      -30563186813.18681,                       18121301775.14793,                        5265567765.56777,                      223716749698.74640,
  -30563186813.186809539794922,                      -29242392223.16145,                        -228937728.93773,                      -53307269653.42348,                      -10078131088.76939,                      178503983741.29956,
  -51437923778.349304199218750,                      -35460992907.80141,                      -10723727990.50377,                       -4208557400.04676,                      -75443786982.24850,                       44261294261.29426,                     -161179655042.17548,                       -4208557400.04676,                      421368174886.99646,
  -35460992907.801414489746094,                      -45358896422.72621,                       -4208557400.04676,                     -161179655042.17548,                       44261294261.29426,                      -75443786982.24852,                       -4208557400.04676,                      -10723727990.50377,                       -9297724191.34121,                      421368174886.99646,
     116904372.223522186279297,                      -11865793780.68740,                      -39637888707.03764,                       33719604863.22188,                                 0.00000,                                 0.00000,                                 0.00000,                                 0.00000,                      -90319686064.36688,                        6647224732.33111,   1000000000000000019884624838656.00000,
   -6371288286.181901931762695,                      -75870937573.06522,                       33719604863.22188,                      -69653086275.42670,                                 0.00000,                                 0.00000,                                 0.00000,                                 0.00000,                        6647224732.33112,                       47978186276.05861,                       13917412853.58306,                      231075314851.91058,
  -34882684882.684875488281250,                       31081081081.08107,                        5141817641.81764,                       -5884318384.31839,   1000000000000000019884624838656.00000,
   31081081081.081081390380859,                      -34882684882.68488,                        -389812889.81289,                      -66286753786.75380,                      -24806949806.94981,                       96027621027.62100,
  -69653086275.426696777343750,                       33719604863.22188,                       47978186276.05860,                        6647224732.33111,                      -67242723492.72348,                      -42028635778.63577,                      -66286753786.75376,                       -5884318384.31839,                      231075314851.91052,
   33719604863.221881866455078,                      -39637888707.03764,                        6647224732.33111,                      -90319686064.36690,                      -42028635778.63577,                      -67242723492.72350,                        -389812889.81289,                        5141817641.81764,                       13917412853.58306,                      191941576250.08685,
   18237082066.869289398193359,                       11359208167.71881,                      -45358896422.72620,                      -35460992907.80141,                                 0.00000,                                 0.00000,                                 0.00000,                                 0.00000,                      -75870937573.06522,                      -11865793780.68740,                      102992751928.92212,
    5864702673.213312149047852,                      -45592705167.17325,                      -35460992907.80141,                      -51437923778.34932,                                 0.00000,                                 0.00000,                                 0.00000,                                 0.00000,                       -6371288286.18190,                         116904372.22353,                       35967578520.77000,                       96913724573.29903,
