26
1,1,1,         0.000000000000000E+00,         0.000000000000000E+00
2,1,0,         0.000000000000000E+00,         0.000000000000000E+00
3,1,0,         0.000000000000000E+00,         0.000000000000000E+00
4,1,0,         0.000000000000000E+00,         0.000000000000000E+00
5,1,0,         0.000000000000000E+00,         0.000000000000000E+00
6,1,0,         0.000000000000000E+00,         0.000000000000000E+00
7,1,0,         0.000000000000000E+00,         0.000000000000000E+00
8,1,0,         0.000000000000000E+00,         0.000000000000000E+00
9,1,0,         0.000000000000000E+00,         0.000000000000000E+00
10,1,0,         0.000000000000000E+00,         0.000000000000000E+00
11,1,0,         0.000000000000000E+00,         0.000000000000000E+00
12,1,0,         0.000000000000000E+00,         0.000000000000000E+00
13,1,0,         0.000000000000000E+00,         0.000000000000000E+00
775,1,1,         0.100000000000000E-04,         0.000000000000000E+00
776,1,0,         0.100000000000000E-04,         0.000000000000000E+00
777,1,0,         0.100000000000000E-04,         0.000000000000000E+00
778,1,0,         0.100000000000000E-04,         0.000000000000000E+00
779,1,0,         0.100000000000000E-04,         0.000000000000000E+00
780,1,0,         0.100000000000000E-04,         0.000000000000000E+00
781,1,0,         0.100000000000000E-04,         0.000000000000000E+00
782,1,0,         0.100000000000000E-04,         0.000000000000000E+00
783,1,0,         0.100000000000000E-04,         0.000000000000000E+00
784,1,0,         0.100000000000000E-04,         0.000000000000000E+00
785,1,0,         0.100000000000000E-04,         0.000000000000000E+00
786,1,0,         0.100000000000000E-04,         0.000000000000000E+00
787,1,0,         0.100000000000000E-04,         0.000000000000000E+00
