84
1
0.527692307692308E+10,0.226153846153846E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.527692307692308E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.226153846153846E+10,0.527692307692308E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10
2
0.527692307692308E+10,0.226153846153846E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.527692307692308E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.226153846153846E+10,0.527692307692308E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10
3
0.527692307692308E+10,0.226153846153846E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.527692307692308E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.226153846153846E+10,0.527692307692308E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10
4
0.527692307692308E+10,0.226153846153846E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.527692307692308E+10,0.226153846153846E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.226153846153846E+10,0.226153846153846E+10,0.527692307692308E+10,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10,0.000000000000000E+00
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.150769230769231E+10
           5
   33754505333.671165      ,   3874753293.5066109      ,   3874753293.5066166      ,  -3.1687432056060061E-007 ,  -2.4303735699504614E-006 ,   1.4284159988164902E-006
   3874753293.5065994      ,   9970037610.1318893      ,   3354189134.7956371      ,  -9.9673980002989992E-007 ,  -1.6379344742745161E-006 ,   4.9837399274110794E-007
   3874753293.5065880      ,   3354189134.7956123      ,   9970037610.1318398      ,  -9.3385551735991612E-007 ,  -9.7067095339298248E-007 ,   7.8603625297546387E-007
  -3.8366124499589205E-008 ,   5.7934084907174110E-007 ,   9.6420990303158760E-008 ,   2556026548.2434978      ,  -4.3524778448045254E-007 ,  -1.1553638614714146E-006
  -1.0062867659144104E-006 ,  -2.8559588827192783E-007 ,  -4.7322828322649002E-007 ,  -4.6924606067477725E-007 ,   3121183681.2529812      ,  -8.7916851043701172E-007
  -5.4651172831654549E-007 ,  -1.1519296094775200E-006 ,  -1.7475467757321894E-006 ,  -9.1397669166326523E-007 ,  -3.6874553188681602E-008 ,   3121183681.2529888     
           6
   34517711683.266571      ,   3941946385.4388123      ,   3941946385.4387932      ,  -1.3162381947040558E-005 ,  -2.3804605007171631E-006 ,  -1.0349322110414505E-007
   3941946385.4388275      ,   10177386683.689873      ,   3387826844.7163372      ,  -2.8889626264572144E-006 ,  -1.5464611351490021E-006 ,  -4.0419399738311768E-007
   3941946385.4387875      ,   3387826844.7163544      ,   10177386683.689892      ,  -8.9183449745178223E-006 ,  -6.3572078943252563E-006 ,   1.3546086847782135E-006
  -5.2731484174728394E-006 ,  -5.3492840379476547E-007 ,  -1.6547739505767822E-005 ,   2595297228.9756317      ,  -1.9008293747901917E-006 ,  -1.1035008355975151E-006
  -5.1334500312805176E-006 ,   8.6678483057767153E-007 ,  -9.0319663286209106E-006 ,   1.1753290891647339E-006 ,   3187862648.3227196      ,   1.1514639481902122E-006
   2.0279549062252045E-007 ,  -1.0058283805847168E-007 ,  -3.7904828786849976E-007 ,  -1.6367994248867035E-006 ,   1.7643324099481106E-006 ,   3187862648.3227329     
           7
   35282128778.007011      ,   4011310634.9239845      ,   4011310634.9240112      ,  -5.9040612541139126E-006 ,  -2.2730324417352676E-005 ,   1.3251788914203644E-005
   4011310634.9240170      ,   10392016315.570950      ,   3421970812.7871284      ,   2.5254557840526104E-006 ,   2.2961758077144623E-006 ,  -1.3719312846660614E-005
