       4757806.454604795202613,       6156573.888364553451538,       6238258.749830164946616,       5328826.464069536887109,       4086112.483948057051748,       2875902.394192302599549
       7446712.057817768305540,       6756944.401002043858171,       6120365.993501369841397,       5026065.965463259257376,       3822383.139986978843808,       2721131.028264633379877
       9906559.229842228814960,       7392765.624980845488608,       5888158.704457314684987,       4673514.594520644284785,       3674797.173201968893409,       2564918.771012178622186
      11595876.831650255247951,       7847329.168139467947185,       5964269.803550353273749,       4758770.480884638614953,       3602113.149827150162309,       2201232.309154186863452
      11659508.430923465639353,       8355120.191318047232926,       6750419.331712721846998,       5645052.295973650179803,       4597638.095768130384386,       2690391.091664799023420
       9818746.509010186418891,       8347824.245174258947372,       7782970.465982422232628,       7325795.447100183926523,       6762913.009892546571791,       5613958.107772383838892
       6908574.133781971409917,       7371830.162895939312875,       7676096.630624911747873,       7872067.879025954753160,       8026963.640432119369507,       8639096.275913504883647
       3836869.691361570265144,       5544219.593830538913608,       6388235.094170076772571,       7084412.683948336169124,       8128197.998417741619051,      10766731.976400891318917
       3207762.179628991056234,       4408076.366746443323791,       5260290.818900248035789,       6219109.071762233041227,       7652771.273800889030099,      10868131.569102713838220
       3560875.951099549885839,       4238139.575232537463307,       5235655.656567286700010,       6067201.079510251060128,       7000738.424205181188881,       9148266.936491098254919
       3811699.515379847493023,       4562807.549828769639134,       5331937.182438584044576,       5870507.760380004532635,       6174408.233124258928001,       6701824.377763883210719
       2917682.007509639952332,       3832985.433683692477643,       4625944.194801731966436,       5259226.016144622117281,       5553413.635178605094552,       5257138.889506734907627
