       4424655.101770203560591,       5984483.158643640577793,       6149377.084724179469049,       5310193.166631844826043,       4101474.058856574352831,       2902889.424668005667627
       7134212.784743213094771,       6599815.536626279354095,       6071192.826159433461726,       5052635.974776006303728,       3883022.804866357240826,       2785163.401044285390526
       9674313.487861450761557,       7329545.866140850819647,       5914483.072508990764618,       4737544.103867475874722,       3720207.036123631987721,       2703631.292118302080780
      11526453.274503411725163,       7879660.638903578743339,       6003890.136229400523007,       4789750.233927763067186,       3845682.832788009196520,       2456606.836609606631100
      11813034.456640711054206,       8516339.392710309475660,       6817364.512074048630893,       5731865.190927054733038,       4819852.122150608338416,       3043831.954250826034695
      10075717.925880527123809,       8578144.239166000857949,       7975040.372536220587790,       7497795.243938362225890,       7065962.589463609270751,       6062912.860393498092890
       7176050.800245632417500,       7639101.683758983388543,       7993217.024620681069791,       8176080.788345063105226,       8349662.332907197996974,       9101787.421419465914369
       4113529.867938861250877,       5678592.147437072359025,       6700500.316666064783931,       7461222.980589556507766,       8420981.093477515503764,      11110864.726333243772388
       3295501.694864385295659,       4631370.330599686130881,       5626633.449346917681396,       6555987.917006790637970,       7882608.722109704278409,      10997044.602092642337084
       3649743.097587753552943,       4405281.178971486166120,       5433478.603156743571162,       6277401.544437446631491,       7108555.295056386850774,       9087758.343109743669629
       3876968.772124101873487,       4652783.513689515180886,       5477723.624472700990736,       5978224.789776328951120,       6164548.365623300895095,       6541419.278025255538523
       2921656.655832393560559,       3897880.390841975342482,       4728054.548657413572073,       5372278.375749522820115,       5594369.363421081565320,       5160130.507278588600457
