       4712155.793142454698682,       6174403.342970825731754,       6224765.222355598583817,       5318252.578439351171255,       4107326.070295438636094,       2923073.735705216415226
       7435676.408026894554496,       6741621.348740984685719,       6083166.594086689874530,       5019538.444547310471535,       3876364.817076889332384,       2794118.405842613894492
       9899983.140203105285764,       7344114.904614591039717,       5837678.281455107033253,       4638254.743370979093015,       3606273.865168180316687,       2674378.406462789513171
      11561671.984856937080622,       7765175.001726425252855,       5824624.015480041503906,       4627819.767621003091335,       3906364.908147755544633,       2498380.540723634418100
      11588297.555127391591668,       8265490.462455978617072,       6599474.755605665966868,       5761797.782462162896991,       4966361.828633223660290,       3053507.141873928718269
       9711715.461647696793079,       8269759.960097736679018,       7697946.915180425159633,       7340943.742940720170736,       7021131.242124240845442,       6115405.324251602403820
       6796493.161304871551692,       7309930.307445970363915,       7654513.312656294554472,       7832439.013216785155237,       8067224.516763363033533,       9042939.121449368074536
       3748043.252364415209740,       5483958.338090234436095,       6397550.178596387617290,       7062677.619316016323864,       8035305.824724195525050,      10898564.809174366295338
       3151612.071579216048121,       4386183.345126584172249,       5337162.415117198601365,       6241367.443556925281882,       7573330.431842108257115,      10694525.724723111838102
       3545992.988032770808786,       4273182.445286356844008,       5241630.533044837415218,       6058477.264985501766205,       6903316.362275415100157,       8771232.476213948801160
       3815258.978253689594567,       4561112.274441907182336,       5367917.972647625952959,       5889383.076674783602357,       6034843.038426717743278,       6264819.577084771357477
       2929524.883262130431831,       3858865.405018616933376,       4663214.694333900697529,       5325188.338022946380079,       5575516.682597851380706,       5087543.024245033040643
