       5117895.274771154858172,       6116643.542852720245719,       5843450.486068093217909,       4842914.376814947463572,       3695599.865722321439534,       2597064.769836553372443
       7285803.057506310753524,       6353174.785637283697724,       5579368.416176139377058,       4522454.286141630262136,       3465818.657209390774369,       2465268.631710115354508
       9142482.871224716305733,       6685886.180946419015527,       5295464.061836451292038,       4216098.954836335033178,       3341841.914365218020976,       2357306.017706223763525
      10312114.984358716756105,       7033043.965164110064507,       5353656.636202779598534,       4260108.804102984257042,       3317870.776002150028944,       2008632.899999686749652
      10230769.931765493005514,       7617085.847315034829080,       6114153.353751797229052,       4997664.789407932199538,       4010269.124197470024228,       2555124.444885042961687
       8745183.979583147913218,       7790266.809300520457327,       7195547.708543660119176,       6607191.626663266681135,       6086570.560408339835703,       5342708.750501725822687
       6560435.083588731475174,       7081785.289290572516620,       7480953.972015956416726,       7688845.979930239729583,       7850318.130258258432150,       8462767.811769282445312
       4291671.573077278211713,       5581676.731908773072064,       6600051.061542987823486,       7501857.715123698115349,       8640373.841683501377702,      10934065.330310955643654
       3668224.091747202444822,       4816828.521957829594612,       5829331.178793853148818,       6760044.466614848934114,       8263892.372636837884784,      11221231.489620065316558
       4020834.172933434601873,       4805003.603626257739961,       5639991.883773365058005,       6367569.841185545548797,       7216426.747923579998314,       9367239.809244226664305
       4210807.115969714708626,       4908046.677591058425605,       5590684.900809341110289,       5975921.757146897725761,       6063714.412866504862905,       6684561.262372380122542
       3238945.427802359219640,       4172544.893387582153082,       4910781.770949572324753,       5405750.428431198000908,       5518639.458840304054320,       5009618.494648114778101
